Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,fantasy_points,season,player_type,GS,W,L,SV,IP,ER,ERA,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,IP_numeric
Joe Musgrove,31,262,Maj-NL,San Diego,19,,372,40,88,21,0,14,,21,0,103,10,,2,11,7,4,,,,,285.59999999999997,2024,pitcher,19.0,6.0,5.0,,100.2,39.0,3.49,3.0,405.0,1563.0,0.66,0.19,0.13,0.43,0.22,0.06,1.083,0.288,9.2,4.9,100.2
Tobias Myers,25,261,Maj-NL,Milwaukee,28,,537,52,128,20,1,18,,36,0,132,6,,5,11,5,5,,,,,394.24999999999994,2024,pitcher,26.0,9.0,6.0,,143.0,46.0,2.9,4.0,587.0,2218.0,0.66,0.16,0.1,0.37,0.29,0.09,1.147,0.281,8.3,3.67,143.0
Ryne Nelson,26,265,Maj-NL,Arizona,28,,583,73,155,36,9,17,,34,2,126,5,,7,18,2,0,,,,,335.1,2024,pitcher,25.0,10.0,6.0,1.0,150.2,71.0,4.24,0.0,630.0,2407.0,0.68,0.16,0.08,0.42,0.28,0.06,1.254,0.309,7.5,3.71,150.2
H\xc3\xa9ctor Neris,35,263,"Maj-AL,Maj-NL","Chicago,Houston",63,,227,31,55,11,2,8,,29,2,66,2,,2,3,5,1,,,,,163.9,2024,pitcher,0.0,10.0,5.0,18.0,60.0,27.0,4.05,1.0,263.0,1025.0,0.65,0.14,0.12,0.41,0.23,0.05,1.4,0.303,9.9,2.28,60.0
Kyle Nicolas,25,278,Maj-NL,Pittsburgh,51,,205,30,51,7,0,4,,31,1,55,4,,3,5,0,2,,,,,135.9,2024,pitcher,0.0,2.0,2.0,,54.2,24.0,3.95,0.0,243.0,948.0,0.6,0.14,0.12,0.43,0.27,0.04,1.5,0.315,9.1,1.77,54.2
Aaron Nola,31,256,Maj-NL,Philadelphia,34,,784,88,194,39,2,32,,52,0,205,3,,3,10,12,6,,,,,556.85,2024,pitcher,34.0,14.0,9.0,,204.1,83.0,3.66,1.0,842.0,3277.0,0.65,0.17,0.11,0.44,0.25,0.07,1.204,0.295,9.0,3.94,204.1
Bailey Ober,28,265,Maj-AL,Minnesota,31,,655,81,136,29,5,27,,43,0,191,6,,4,9,3,2,,,,,517.5,2024,pitcher,31.0,12.0,9.0,,178.2,79.0,3.98,1.0,709.0,2696.0,0.68,0.15,0.14,0.34,0.2,0.1,1.002,0.247,9.6,4.44,178.2
Reese Olson,24,254,Maj-AL,Detroit,24,,456,53,108,21,2,8,,35,0,109,5,,7,9,12,1,,,,,312.7,2024,pitcher,23.0,4.0,8.0,,121.1,46.0,3.41,1.0,503.0,2000.0,0.63,0.15,0.13,0.51,0.24,0.05,1.179,0.289,8.1,3.11,121.1
Luis Ortiz,28,448,Maj-NL,Philadelphia,1,,4,2,3,0,0,0,,0,0,0,0,,0,1,0,0,,,,,0.0,2024,pitcher,0.0,0.0,0.0,,0.2,2.0,27.0,0.0,4.0,10.0,0.9,0.1,0.2,0.75,0.25,0.0,4.5,0.75,0.0,,0.2
Luis Ortiz,25,269,Maj-NL,Pittsburgh,37,,500,56,109,21,4,16,,42,3,107,9,,5,14,7,1,,,,,325.75000000000006,2024,pitcher,15.0,7.0,6.0,1.0,135.2,50.0,3.32,1.0,556.0,2143.0,0.64,0.16,0.09,0.4,0.22,0.08,1.113,0.243,7.1,2.55,135.2
Adam Ottavino,38,264,Maj-NL,New York,60,,213,29,49,8,1,6,,23,1,70,7,,1,2,17,2,,,,,167.1,2024,pitcher,0.0,2.0,2.0,1.0,56.0,27.0,4.34,0.0,245.0,1005.0,0.65,0.21,0.1,0.44,0.22,0.1,1.286,0.312,11.3,3.04,56.0
Chris Paddack,28,342,Maj-AL,Minnesota,17,,360,50,102,16,0,14,,21,0,79,1,,2,5,3,1,,,,,186.85000000000002,2024,pitcher,17.0,5.0,3.0,,88.1,49.0,4.99,0.0,384.0,1460.0,0.66,0.16,0.11,0.39,0.29,0.07,1.392,0.327,8.0,3.76,88.1
Andre Pallante,25,266,Maj-NL,St. Louis,29,,458,55,110,21,0,8,,48,0,94,2,,0,12,26,6,,,,,265.5,2024,pitcher,20.0,8.0,8.0,,121.1,51.0,3.78,3.0,509.0,1978.0,0.62,0.16,0.08,0.62,0.19,0.03,1.302,0.287,7.0,1.96,121.1
Mitchell Parker,24,270,Maj-NL,Washington,29,,595,82,154,31,2,18,,43,0,133,2,,5,9,4,1,,,,,344.85,2024,pitcher,29.0,7.0,10.0,,151.0,72.0,4.29,2.0,646.0,2404.0,0.67,0.15,0.1,0.39,0.27,0.06,1.305,0.303,7.9,3.09,151.0
James Paxton,35,314,"Maj-AL,Maj-NL","Boston,Los Angeles",21,,379,53,95,18,2,12,,50,0,73,1,,5,9,6,3,,,,,188.65,2024,pitcher,21.0,9.0,3.0,,100.1,49.0,4.4,1.0,437.0,1708.0,0.62,0.15,0.09,0.39,0.23,0.09,1.445,0.278,6.5,1.46,100.1
Joel Payamps,30,262,Maj-NL,Milwaukee,70,,220,26,42,11,1,7,,21,5,60,2,,1,1,3,2,,,,,174.00000000000003,2024,pitcher,0.0,3.0,8.0,6.0,60.2,23.0,3.41,0.0,246.0,930.0,0.65,0.17,0.11,0.4,0.23,0.09,1.038,0.227,8.9,2.86,60.2
Nate Pearson,27,265,"Maj-AL,Maj-NL","Chicago,Toronto",60,,255,34,67,14,0,12,,21,0,74,3,,6,4,7,2,,,,,179.15,2024,pitcher,1.0,2.0,2.0,2.0,66.1,33.0,4.48,0.0,285.0,1067.0,0.65,0.18,0.12,0.37,0.26,0.09,1.327,0.314,10.0,3.52,66.1
Elvis Peguero,27,283,Maj-NL,Milwaukee,52,,197,22,52,5,1,4,,27,3,47,2,,1,10,4,0,,,,,129.40000000000003,2024,pitcher,0.0,7.0,4.0,2.0,51.1,17.0,2.98,0.0,227.0,829.0,0.65,0.17,0.13,0.56,0.24,0.03,1.539,0.327,8.2,1.74,51.1
Ryan Pepiot,26,265,Maj-AL,Tampa Bay,26,,481,58,102,18,2,17,,48,0,142,7,,2,6,9,4,,,,,380.8,2024,pitcher,26.0,8.0,8.0,,130.0,52.0,3.6,0.0,539.0,2150.0,0.64,0.16,0.13,0.35,0.24,0.12,1.154,0.262,9.8,2.96,130.0
Freddy Peralta,28,261,Maj-NL,Milwaukee,34,,655,77,145,24,2,26,,69,0,205,10,,5,8,17,5,,,,,532.1,2024,pitcher,33.0,11.0,9.0,,178.2,74.0,3.73,3.0,743.0,3147.0,0.61,0.14,0.13,0.38,0.24,0.1,1.198,0.277,10.3,2.97,178.2
Cionel P\xc3\xa9rez,28,262,Maj-AL,Baltimore,63,,206,30,49,12,2,0,,28,0,47,5,,1,3,2,0,,,,,112.8,2024,pitcher,0.0,2.0,1.0,2.0,54.0,28.0,4.67,0.0,241.0,875.0,0.62,0.16,0.1,0.55,0.2,0.05,1.426,0.306,7.8,1.68,54.0
Mart\xc3\xadn P\xc3\xa9rez,33,265,Maj-NL,"Pittsburgh,San Diego",26,,533,71,151,28,0,22,,49,0,107,5,,1,18,4,4,,,,,261.25,2024,pitcher,26.0,5.0,6.0,,135.0,68.0,4.53,0.0,590.0,2204.0,0.65,0.19,0.09,0.44,0.27,0.06,1.481,0.319,7.1,2.18,135.0
David Peterson,28,246,Maj-NL,New York,26,,501,48,124,23,1,9,,54,0,109,7,,3,13,5,2,,,,,325.50000000000006,2024,pitcher,22.0,11.0,3.0,1.0,133.1,42.0,2.84,7.0,567.0,2072.0,0.64,0.17,0.11,0.51,0.24,0.05,1.335,0.298,7.4,2.02,133.1
Brandon Pfaadt,25,265,Maj-NL,Arizona,32,,707,103,183,31,6,24,,42,1,185,4,,5,16,7,3,,,,,453.85,2024,pitcher,32.0,11.0,10.0,,181.2,95.0,4.71,1.0,760.0,2794.0,0.67,0.18,0.11,0.42,0.23,0.06,1.239,0.316,9.2,4.4,181.2
Evan Phillips,29,244,Maj-NL,Los Angeles,65,,227,30,51,11,0,6,,20,1,68,1,,2,3,3,0,,,,,187.05,2024,pitcher,0.0,7.0,1.0,17.0,60.1,22.0,3.28,0.0,251.0,1006.0,0.65,0.18,0.12,0.38,0.22,0.06,1.177,0.29,10.1,3.4,60.1
Nick Pivetta,31,267,Maj-AL,Boston,26,,531,67,124,23,4,27,,36,1,162,1,,4,8,9,3,,,,,414.15,2024,pitcher,26.0,6.0,11.0,,139.2,65.0,4.19,1.0,572.0,2294.0,0.66,0.16,0.11,0.34,0.25,0.09,1.146,0.28,10.4,4.5,139.2
Cade Povich,24,267,Maj-AL,Baltimore,16,,313,49,80,22,2,12,,34,1,69,3,,2,4,6,1,,,,,157.54999999999998,2024,pitcher,16.0,3.0,9.0,,79.2,46.0,5.2,1.0,352.0,1389.0,0.65,0.17,0.1,0.35,0.23,0.09,1.431,0.291,7.8,2.03,79.2
Ryan Pressly,35,262,Maj-AL,Houston,60,,224,28,60,17,0,4,,19,0,60,2,,2,5,3,1,,,,,152.9,2024,pitcher,0.0,2.0,4.0,4.0,57.1,25.0,3.92,0.0,249.0,986.0,0.65,0.15,0.13,0.51,0.27,0.02,1.378,0.346,9.4,3.16,57.1
A.J. Puk,29,266,Maj-NL,"Arizona,Miami",62,,262,31,51,17,1,5,,28,2,88,2,,1,2,5,1,,,,,240.4,2024,pitcher,4.0,4.0,9.0,3.0,71.1,25.0,3.15,0.0,294.0,1173.0,0.67,0.17,0.14,0.38,0.23,0.09,1.107,0.271,11.1,3.14,71.1
Cal Quantrill,29,267,Maj-NL,Colorado,29,,571,83,156,26,6,23,,69,0,110,11,,3,17,14,9,,,,,250.64999999999998,2024,pitcher,29.0,8.0,11.0,,148.1,82.0,4.98,3.0,656.0,2644.0,0.61,0.15,0.09,0.44,0.26,0.05,1.517,0.302,6.7,1.59,148.1
Jose Quintana,35,247,Maj-NL,New York,34,,689,79,161,33,3,23,,70,0,148,12,,5,19,11,2,,,,,416.2,2024,pitcher,34.0,10.0,11.0,,184.2,76.0,3.7,0.0,780.0,3086.0,0.59,0.16,0.09,0.48,0.22,0.06,1.251,0.264,7.2,2.11,184.2
Cole Ragans,26,257,Maj-AL,Kansas City,34,,722,72,153,34,3,15,,71,1,236,6,,1,11,9,3,,,,,646.25,2024,pitcher,34.0,12.0,9.0,,196.1,66.0,3.03,2.0,803.0,3285.0,0.64,0.15,0.15,0.41,0.23,0.08,1.141,0.292,10.8,3.32,196.1
Tanner Rainey,31,267,Maj-NL,Washington,50,,197,28,47,9,1,8,,29,1,44,4,,1,2,4,1,,,,,103.25,2024,pitcher,0.0,0.0,0.0,,51.0,27.0,4.76,0.0,231.0,939.0,0.62,0.13,0.12,0.29,0.19,0.12,1.49,0.267,7.8,1.52,51.0
Colin Rea,33,265,Maj-NL,Milwaukee,32,,656,83,169,33,2,29,,43,1,135,10,,4,13,16,2,,,,,356.55,2024,pitcher,27.0,12.0,6.0,1.0,167.2,80.0,4.29,6.0,714.0,2650.0,0.65,0.18,0.08,0.4,0.24,0.06,1.264,0.282,7.2,3.14,167.2
