pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,player_id,player_type,fetch_date
SI,2025-06-20,97.7,0.36,6.99,"Bautista, Félix",665862,642585,strikeout,swinging_strike,,,,,12,Jazz Chisholm Jr. strikes out swinging.,R,L,R,NYY,BAL,S,2.0,,2,2,2025,-0.33,1.86,0.03,3.88,,,,2,9,Bot,,,,,,,-0.1372606125708409,-142.11111945161235,-7.149381303953493,-4.3754828104757815,34.80752674454736,-5.561978020907454,3.68,1.7,,,,97.8,2390,6.5,777438,596142,656811,676059,602104,683002,666185,681297,657656,53.98,,0.0,0.0,1.0,0.0,0.0,,80,5,Sinker,3,5,3,5,5,3,3,5,Infield shade,Standard,190,-0.014,-0.219,75.7,8.0,,0.219,,-2,-2,0.014,0.014,30,27,30,27,1,4,,,,,0.54,0.33,-0.33,,24.746280886266256,-23.738401494910203,28.374151265141094,37.92204418776986,41.56514288841199,642585,pitcher,2025-06-21T22:06:50.723290
FS,2025-06-20,89.8,-0.02,6.72,"Bautista, Félix",665862,642585,,ball,,,,,14,Jazz Chisholm Jr. strikes out swinging.,R,L,R,NYY,BAL,B,,,1,2,2025,-1.03,0.8,0.77,-0.38,,,,2,9,Bot,,,,,,,4.188718477852772,-130.04536592358173,-13.325002087841693,-12.609186747687415,28.468152682253343,-20.376152754320692,3.73,1.75,,,,90.3,1186,7.0,777438,596142,656811,676059,602104,683002,666185,681297,657656,53.51,,,,,,,,80,4,Split-Finger,3,5,3,5,5,3,3,5,Infield shade,Standard,217,0.0,0.039,,,,-0.039,,-2,-2,0.014,0.014,30,27,30,27,1,4,,,,,2.06,1.03,-1.03,,,,,,,642585,pitcher,2025-06-21T22:06:50.723290
SI,2025-06-20,99.2,0.34,6.99,"Bautista, Félix",665862,642585,,foul,,,,,6,Jazz Chisholm Jr. strikes out swinging.,R,L,R,NYY,BAL,S,,,1,1,2025,-0.44,1.58,0.64,2.91,,,,2,9,Bot,,,,,,,1.8620936208718275,-144.13186747219115,-9.413938983106904,-6.531785789068275,35.03529097464312,-8.084869342157079,3.68,1.7,8.0,62.5,-21.0,99.1,2288,6.4,777438,596142,656811,676059,602104,683002,666185,681297,657656,54.08,,,,,,,,80,3,Sinker,3,5,3,5,5,3,3,5,Infield shade,Standard,186,0.0,-0.064,78.4,7.5,,0.064,88.0,-2,-2,0.014,0.014,30,27,30,27,1,4,,,,,0.75,0.44,-0.44,,28.93127172848747,-18.8804930044652,33.889694836429165,29.323143684931125,40.236324172933955,642585,pitcher,2025-06-21T22:06:50.723290
FS,2025-06-20,89.5,-0.37,6.85,"Bautista, Félix",665862,642585,,ball,,,,,13,Jazz Chisholm Jr. strikes out swinging.,R,L,R,NYY,BAL,B,,,0,1,2025,-0.9,0.83,-1.63,1.59,,,,2,9,Bot,,,,,,,-1.2229148018145322,-130.08193644600323,-8.766930591910866,-9.898536047501858,28.56584638165993,-21.06263606940032,3.62,1.75,,,,90.1,989,6.8,777438,596142,656811,676059,602104,683002,666185,681297,657656,53.66,,,,,,,,80,2,Split-Finger,3,5,3,5,5,3,3,5,Infield shade,Standard,217,0.0,0.029,,,,-0.029,,-2,-2,0.014,0.014,30,27,30,27,1,4,,,,,2.03,0.9,-0.9,,,,,,,642585,pitcher,2025-06-21T22:06:50.723290
SI,2025-06-20,98.0,0.26,6.96,"Bautista, Félix",665862,642585,,called_strike,,,,,5,Jazz Chisholm Jr. strikes out swinging.,R,L,R,NYY,BAL,S,,,0,0,2025,-0.14,1.73,0.09,2.51,,,,2,9,Bot,,,,,,,-0.1306593823923695,-142.38056937417053,-10.57118853322569,-1.8694789354587016,34.04903386682246,-6.384015585581958,3.77,1.83,,,,98.6,2369,6.8,777438,596142,656811,676059,602104,683002,666185,681297,657656,53.68,,,,,,,,80,1,Sinker,3,5,3,5,5,3,3,5,Infield shade,Standard,186,0.0,-0.041,,,,0.041,,-2,-2,0.014,0.014,30,27,30,27,1,4,,,,,0.66,0.14,-0.14,,,,,,,642585,pitcher,2025-06-21T22:06:50.723290
SI,2025-06-20,99.7,0.58,7.01,"Bautista, Félix",592450,642585,strikeout,foul_tip,,,,,6,Aaron Judge strikes out on a foul tip.,R,R,R,NYY,BAL,S,2.0,,1,2,2025,-0.12,1.72,0.39,3.31,,,,1,9,Bot,,,,,,,-0.2426344644663107,-144.95177935376023,-8.841790874312144,-1.603992159928542,34.250197234809846,-6.1093461603441055,4.04,1.85,,,,100.1,2332,6.6,777438,596142,656811,676059,602104,683002,666185,681297,657656,53.92,,0.0,0.0,1.0,0.0,0.0,,79,4,Sinker,3,5,3,5,5,3,3,5,Standard,Standard,184,-0.029,-0.182,82.1,7.8,,0.182,,-2,-2,0.043,0.043,30,33,30,33,1,4,,,,,0.58,0.12,0.12,,11.759140948874268,0.1366360593417676,33.52944092439584,46.54608259180989,22.48739324289742,642585,pitcher,2025-06-21T22:06:50.723290
FS,2025-06-20,88.9,-0.35,6.86,"Bautista, Félix",592450,642585,,foul,,,,,5,Aaron Judge strikes out on a foul tip.,R,R,R,NYY,BAL,S,,,1,1,2025,-0.75,0.88,0.12,3.1,,,,1,9,Bot,,,,,,,2.732639084367656,-129.3428615270181,-5.041384840125582,-8.980879160749145,27.466197419897743,-21.43067661459048,4.04,1.85,134.0,59.1,25.0,89.3,921,6.6,777438,596142,656811,676059,602104,683002,666185,681297,657656,53.91,,,,,,,,79,3,Split-Finger,3,5,3,5,5,3,3,5,Standard,Standard,215,0.0,-0.061,81.0,8.9,,0.061,88.0,-2,-2,0.043,0.043,30,33,30,33,1,4,,,,,2.01,0.75,0.75,,22.739850727322462,-23.53377449094794,33.34792767378151,43.831426881469966,42.478053847645,642585,pitcher,2025-06-21T22:06:50.723290
SI,2025-06-20,98.9,0.4,7.05,"Bautista, Félix",592450,642585,,swinging_strike,,,,,3,Aaron Judge strikes out on a foul tip.,R,R,R,NYY,BAL,S,,,1,0,2025,-0.41,1.81,0.31,3.79,,,,1,9,Bot,,,,,,,0.7293407421638907,-143.773854742802,-7.630984721204641,-5.89919301914585,35.46761093152053,-5.59151223526462,4.04,1.85,,,,98.7,2386,6.4,777438,596142,656811,676059,602104,683002,666185,681297,657656,54.1,,,,,,,,79,2,Sinker,3,5,3,5,5,3,3,5,Standard,Standard,183,0.0,-0.051,79.9,8.0,,0.051,,-2,-2,0.043,0.043,30,33,30,33,1,4,,,,,0.54,0.41,0.41,,18.487828270111095,2.3455565662926636,30.14999803822532,46.335960003001986,21.13349451251259,642585,pitcher,2025-06-21T22:06:50.723290
SI,2025-06-20,97.8,0.23,6.94,"Bautista, Félix",592450,642585,,ball,,,,,13,Aaron Judge strikes out on a foul tip.,R,R,R,NYY,BAL,B,,,0,0,2025,-0.54,1.67,-1.23,2.91,,,,1,9,Bot,,,,,,,-2.6687554907661455,-142.1127194112697,-9.173044166065583,-6.677035788956064,34.64305243105647,-7.676513224179479,4.19,1.95,,,,97.9,2391,6.5,777438,596142,656811,676059,602104,683002,666185,681297,657656,53.96,,,,,,,,79,1,Sinker,3,5,3,5,5,3,3,5,Strategic,Standard,189,0.0,0.039,,,,-0.039,,-2,-2,0.043,0.043,30,33,30,33,1,4,,,,,0.74,0.54,0.54,,,,,,,642585,pitcher,2025-06-21T22:06:50.723290
SI,2025-06-20,97.6,0.07,6.94,"Bautista, Félix",663757,642585,field_out,hit_into_play,,,,,1,Trent Grisham flies out to right fielder Ramón Laureano.,R,L,R,NYY,BAL,X,9.0,fly_ball,3,2,2025,-0.34,1.66,-0.51,3.44,,,,0,9,Bot,178.71,68.53,,,,,-0.7867928144588999,-141.9060190451925,-7.713357723226159,-4.4302335837523845,34.244179679750026,-8.243136537180936,3.66,1.7,349.0,96.7,26.0,97.9,2370,6.6,777438,596142,656811,676059,602104,683002,666185,681297,657656,53.87,0.317,0.487,0.0,1.0,0.0,0.0,5.0,78,8,Sinker,3,5,3,5,5,3,3,5,Infield shade,Standard,188,-0.044,-0.333,72.6,7.6,0.856,0.333,96.7,-2,-2,0.087,0.087,30,28,30,29,1,4,,,,,0.75,0.34,-0.34,,15.193542327833992,-2.539048257063951,25.47181266549836,45.615575221303175,27.009451433279867,642585,pitcher,2025-06-21T22:06:50.723290
