pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,player_id,player_type,fetch_date
SL,2025-06-20,87.3,-0.65,5.6,"Riley, Austin",663586,676083,force_out,hit_into_play,,,,,9,"Marlins challenged (play at 1st), call on the field was upheld: Austin Riley grounds into a force out, shortstop Otto Lopez to second baseman Xavier Edwards. Ronald Acuña Jr. to 3rd. Alex Verdugo out at 2nd. Austin Riley to 1st.",R,R,R,MIA,ATL,X,6.0,ground_ball,0,1,2025,0.49,0.25,0.75,2.1,,660670.0,657077.0,0,4,Top,108.92,150.43,,,,,2.383661447521922,-127.11054642400374,-2.807561382964677,4.8031637853526465,25.566844363512807,-29.11910567360181,3.52,1.65,12.0,82.6,-10.0,88.0,2416,6.7,777439,682663,689414,669364,681393,672640,669065,667472,660821,53.83,0.089,0.087,0.0,1.0,0.0,0.0,2.0,28,2,Slider,4,0,0,4,0,4,0,4,Standard,Standard,147,0.032,-0.272,77.4,7.7,0.095,0.272,88.0,4,-4,0.809,0.191,29,28,29,28,2,1,,,,,2.73,-0.49,-0.49,,5.316667855268616,0.3786933698481807,28.95860680253053,45.22988167451177,35.13496640548141,663586,batter,2025-06-21T22:18:06.004331
ST,2025-06-20,81.3,-0.97,5.51,"Riley, Austin",663586,676083,,swinging_strike,,,,,8,"Marlins challenged (play at 1st), call on the field was upheld: Austin Riley grounds into a force out, shortstop Otto Lopez to second baseman Xavier Edwards. Ronald Acuña Jr. to 3rd. Alex Verdugo out at 2nd. Austin Riley to 1st.",R,R,R,MIA,ATL,S,,,0,0,2025,1.26,-0.1,0.17,2.05,,660670.0,657077.0,0,4,Top,,,,,,,0.1555104790576512,-118.36687407361048,-0.86753056703086,11.662524296460258,25.58751626873175,-33.181611837729854,3.52,1.65,,,,81.2,2558,6.5,777439,682663,689414,669364,681393,672640,669065,667472,660821,54.01,,,,,,,,28,1,Sweeper,4,0,0,4,0,4,0,4,Standard,Standard,64,0.0,-0.044,78.6,7.6,,0.044,,4,-4,0.809,0.191,29,28,29,28,2,1,,,,,3.58,-1.26,-1.26,,8.089779204578576,-0.3954956301843991,33.89536889493287,38.65686666235061,34.050042321572356,663586,batter,2025-06-21T22:18:06.004331
CU,2025-06-20,82.9,-0.8,5.65,"Riley, Austin",663586,676083,strikeout,swinging_strike,,,,,13,Austin Riley strikes out swinging.,R,R,R,MIA,ATL,S,2.0,,1,2,2025,0.37,-1.21,-0.39,1.03,,,,2,1,Top,,,,,,,0.2153351991242746,-120.61901753074038,-1.6395100284898028,3.5627400390515396,26.409334042980312,-43.75739067603228,3.52,1.65,,,,83.1,2544,6.7,777439,682663,689414,669364,681393,672640,669065,667472,660821,53.81,,0.0,0.0,1.0,0.0,0.0,,3,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,39,0.01,-0.18,78.0,7.5,,0.18,,0,0,0.537,0.463,29,28,29,28,1,0,,,,,4.56,-0.37,-0.37,,-1.7654208737152437,0.0852635006610032,41.2893254091787,32.291015728373296,29.685433704762012,663586,batter,2025-06-21T22:18:06.004331
FF,2025-06-20,95.0,-0.32,5.95,"Riley, Austin",663586,676083,,foul,,,,,5,Austin Riley strikes out swinging.,R,R,R,MIA,ATL,S,,,1,2,2025,-0.2,1.74,0.08,2.4,,,,2,1,Top,,,,,,,1.5040729308332428,-138.09201660447147,-7.514954956373652,-2.8785882307572086,33.37887158227135,-8.44182657383895,3.52,1.65,239.0,90.3,55.0,95.1,2351,6.6,777439,682663,689414,669364,681393,672640,669065,667472,660821,53.88,,,,,,,,3,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,193,0.0,0.0,78.3,7.0,,0.0,90.3,0,0,0.537,0.463,29,28,29,28,1,0,,,,,0.81,0.2,0.2,,13.979312227108393,9.54751421707745,28.999893267892453,37.05761770258648,28.90039023448819,663586,batter,2025-06-21T22:18:06.004331
FF,2025-06-20,94.2,-0.47,5.87,"Riley, Austin",663586,676083,,foul,,,,,6,Austin Riley strikes out swinging.,R,R,R,MIA,ATL,S,,,1,1,2025,-0.16,1.47,0.52,2.59,,,,2,1,Top,,,,,,,2.916208984727543,-136.98110595554476,-6.012381037824999,-2.676954796248009,35.01851532844265,-12.596521482542585,3.52,1.65,110.0,91.7,74.0,93.9,2176,6.5,777439,682663,689414,669364,681393,672640,669065,667472,660821,53.96,,,,,,,,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,203,0.0,-0.064,80.2,8.2,,0.064,91.7,0,0,0.537,0.463,29,28,29,28,1,0,,,,,1.14,0.16,0.16,,21.980979454908645,-10.774012218548243,26.144485255087176,42.4551229604861,37.22253057851052,663586,batter,2025-06-21T22:18:06.004331
SL,2025-06-20,86.5,-0.45,5.88,"Riley, Austin",663586,676083,,ball,,,,,14,Austin Riley strikes out swinging.,R,R,R,MIA,ATL,B,,,0,1,2025,0.49,0.27,1.48,2.24,,,,2,1,Top,,,,,,,3.616714002580974,-125.95063410869008,-3.055432758390105,4.496410185400118,26.362146076081352,-28.835266558882545,3.52,1.66,,,,87.0,2349,6.6,777439,682663,689414,669364,681393,672640,669065,667472,660821,53.87,,,,,,,,3,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,141,0.0,0.029,,,,-0.029,,0,0,0.537,0.463,29,28,29,28,1,0,,,,,2.78,-0.49,-0.49,,,,,,,663586,batter,2025-06-21T22:18:06.004331
SL,2025-06-20,86.1,-0.55,5.91,"Riley, Austin",663586,676083,,swinging_strike,,,,,9,Austin Riley strikes out swinging.,R,R,R,MIA,ATL,S,,,0,0,2025,0.59,0.27,0.36,1.65,,,,2,1,Top,,,,,,,0.940615691070652,-125.41187083090168,-4.455498762862294,6.058613522502025,25.896429338325692,-28.57961239624622,3.52,1.65,,,,86.7,2322,6.7,777439,682663,689414,669364,681393,672640,669065,667472,660821,53.84,,,,,,,,3,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,149,0.0,-0.041,75.8,8.5,,0.041,,0,0,0.537,0.463,29,28,29,28,1,0,,,,,2.8,-0.59,-0.59,,28.1554158573452,-32.176043410505144,26.943316648877182,40.62590367638234,53.555025771785694,663586,batter,2025-06-21T22:18:06.004331
FS,2025-06-20,86.5,-1.98,5.99,"Riley, Austin",663586,673820,home_run,hit_into_play,,,,,5,Austin Riley homers (12) on a fly ball to center field.,R,R,R,MIA,ATL,X,,fly_ball,1,1,2025,-1.36,0.2,0.09,2.5,,,,1,8,Top,118.6,26.99,,,,,7.779457102345929,-125.65724145899512,-2.416989305737567,-16.05170671849717,29.32134056018872,-29.714727332825536,3.52,1.65,430.0,109.6,24.0,86.6,1353,6.8,777439,663743,676572,669364,681393,672640,669065,667472,660821,53.7,0.989,1.971,2.0,1.0,0.0,3.0,6.0,64,3,Split-Finger,6,1,1,6,2,6,2,6,Standard,Standard,223,-0.011,1.595,,,3.855,-1.595,109.6,5,-5,0.991,0.009,26,28,27,28,1,3,,,,,2.89,1.36,1.36,,,,,,,663586,batter,2025-06-21T22:18:06.004331
SI,2025-06-20,93.8,-2.1,5.85,"Riley, Austin",663586,673820,,called_strike,,,,,13,Austin Riley homers (12) on a fly ball to center field.,R,R,R,MIA,ATL,S,,,1,0,2025,-1.71,0.82,-0.75,1.47,,,,1,8,Top,,,,,,,7.352401455119873,-136.11593002725485,-7.395143670529086,-22.917022038133947,33.630158677115396,-20.40922723207533,3.52,1.71,,,,94.2,2387,6.9,777439,663743,676572,669364,681393,672640,669065,667472,660821,53.55,,,,,,,,64,2,Sinker,6,1,1,6,1,6,1,6,Standard,Standard,228,0.0,-0.051,,,,0.051,,5,-5,0.991,0.009,26,28,27,28,1,3,,,,,1.81,1.71,1.71,,,,,,,663586,batter,2025-06-21T22:18:06.004331
SL,2025-06-20,84.9,-2.17,5.84,"Riley, Austin",663586,673820,,ball,,,,,14,Austin Riley homers (12) on a fly ball to center field.,R,R,R,MIA,ATL,B,,,0,0,2025,0.11,-0.07,0.64,1.25,,,,1,8,Top,,,,,,,6.424931351869553,-123.50683852834904,-4.326379246949378,-0.088669406655949,23.013284793539036,-32.288630328536144,3.42,1.53,,,,85.7,2395,6.7,777439,663743,676572,669364,681393,672640,669065,667472,660821,53.82,,,,,,,,64,1,Slider,6,1,1,6,1,6,1,6,Standard,Standard,33,0.0,0.039,,,,-0.039,,5,-5,0.991,0.009,26,28,27,28,1,3,,,,,3.22,-0.11,-0.11,,,,,,,663586,batter,2025-06-21T22:18:06.004331
