pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,player_id,player_type,fetch_date
FF,2024-09-07,89.1,-1.95,5.29,"Betts, Mookie",605141,605130,home_run,hit_into_play,,,,,5,Mookie Betts homers (16) on a fly ball to left center field.,R,R,R,LAD,CLE,X,,fly_ball,2,0,2024,-0.53,0.73,-0.14,2.58,,,,2,4,Bot,51.65,66.09,,,,,5.634843839690239,-129.87341911973988,-2.2839209537090532,-7.080633206974259,22.613167112350492,-23.547632623363548,3.18,1.46,376.0,97.2,36.0,90.7,2345,6.8,746099,595978,647304,665926,608070,677587,680757,682177,657041,53.68,0.174,0.334,2.0,1.0,0.0,3.0,3.0,40,3,4-Seam Fastball,6,2,6,2,2,7,7,2,Strategic,Standard,215,0.037,2.487,66.7,6.9,0.632,-2.487,97.2,4,4,0.908,0.908,31,31,32,32,1,2,4,1,,1,2.09,0.53,0.53,34.6,16.97843973571944,-10.40461030657005,32.41151020552531,34.71741417787142,36.302249525100834,605141,batter,2025-06-21T20:41:22.921677
SI,2024-09-07,89.2,-1.78,5.28,"Betts, Mookie",605141,605130,,ball,,,,,14,Mookie Betts homers (16) on a fly ball to left center field.,R,R,R,LAD,CLE,B,,,1,0,2024,-0.46,0.36,0.39,1.05,,,,2,4,Bot,,,,,,,6.349301742568862,-129.7779908340103,-5.277098272232134,-6.340360591013927,23.23945826294243,-27.282800683740604,3.18,1.46,,,,90.6,2349,6.9,746099,595978,647304,665926,608070,677587,680757,682177,657041,53.65,,,,,,,,40,2,Sinker,6,2,6,2,2,6,6,2,Strategic,Standard,205,0.0,0.068,,,,-0.068,,4,4,0.908,0.908,31,31,32,32,1,2,4,1,,1,2.47,0.46,0.46,33.3,,,,,,605141,batter,2025-06-21T20:41:22.921677
FF,2024-09-07,89.0,-1.73,5.3,"Betts, Mookie",605141,605130,,ball,,,,,14,Mookie Betts homers (16) on a fly ball to left center field.,R,R,R,LAD,CLE,B,,,0,0,2024,-0.1,1.03,2.13,1.44,,,,2,4,Bot,,,,,,,9.799971201400195,-129.35894883489948,-5.720491450889785,-2.99715612586081,24.097809025757797,-19.591337971509656,3.07,1.4,,,,90.3,2390,6.9,746099,595978,647304,665926,608070,677587,680757,682177,657041,53.58,,,,,,,,40,1,4-Seam Fastball,6,2,6,2,2,6,6,2,Strategic,Standard,208,0.0,0.04,,,,-0.04,,4,4,0.908,0.908,31,31,32,32,1,2,4,1,,1,1.83,0.1,0.1,33.7,,,,,,605141,batter,2025-06-21T20:41:22.921677
FF,2024-09-07,91.1,-1.3,5.76,"Betts, Mookie",605141,658648,field_out,hit_into_play,,,,,2,Mookie Betts flies out to left fielder Steven Kwan.,R,R,R,LAD,CLE,X,7.0,fly_ball,0,0,2024,-0.58,1.21,-0.12,2.94,,,,0,2,Bot,42.29,92.18,,,,,4.200724082680418,-132.6369518225215,-3.799274016490268,-7.693776261701223,27.638684959628858,-17.219805805156987,3.18,1.46,333.0,89.6,36.0,90.8,2222,6.0,746099,595978,647304,665926,608070,677587,680757,682177,657041,54.48,0.006,0.005,0.0,1.0,0.0,0.0,3.0,20,1,4-Seam Fastball,6,2,6,2,2,6,6,2,Strategic,Standard,219,-0.008,-0.254,72.3,6.9,0.008,0.254,89.6,4,4,0.886,0.886,27,31,27,32,1,1,3,1,3.0,1,1.52,0.58,0.58,39.9,27.138453659082632,-11.139981060183464,28.114424664236378,34.76264658178245,40.25116199802314,605141,batter,2025-06-21T20:41:22.921677
FF,2024-09-07,97.8,-2.85,5.62,"Betts, Mookie",605141,668909,walk,ball,,,,,14,Mookie Betts walks.,R,R,R,LAD,CLE,B,,,3,2,2024,-1.07,0.9,1.02,2.29,,,,1,1,Bot,,,,,,,13.095497034013462,-141.78776600122086,-5.643020111983306,-17.291716332125826,30.753450953530663,-18.91240186276564,3.18,1.45,,,,99.5,2177,7.3,746099,595978,647304,665926,608070,677587,680757,682177,657041,53.19,,0.689131,0.7,1.0,0.0,0.0,,6,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,222,0.024,0.348,,,,-0.348,,0,0,0.526,0.526,24,31,25,32,1,0,5,1,5.0,1,1.5,1.07,1.07,29.9,,,,,,605141,batter,2025-06-21T20:41:22.921677
FF,2024-09-07,98.0,-2.73,5.66,"Betts, Mookie",605141,668909,,foul,,,,,11,Mookie Betts walks.,R,R,R,LAD,CLE,S,,,3,1,2024,-0.67,1.23,-0.02,3.49,,,,1,1,Bot,,,,,,,8.989459186752462,-142.55936434109245,-3.3104650986362834,-11.058785888316844,28.621602525903956,-14.772069747193672,3.18,1.46,161.0,85.2,11.0,99.8,2187,7.0,746099,595978,647304,665926,608070,677587,680757,682177,657041,53.48,,,,,,,,6,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,215,0.0,-0.092,62.0,5.5,,0.092,88.0,0,0,0.526,0.526,24,31,25,32,1,0,5,1,5.0,1,1.12,0.67,0.67,33.4,-1.7088760319652685,19.613854232043103,23.966671313227916,37.41534556548369,21.536077361068745,605141,batter,2025-06-21T20:41:22.921677
FF,2024-09-07,98.2,-2.75,5.85,"Betts, Mookie",605141,668909,,ball,,,,,11,Mookie Betts walks.,R,R,R,LAD,CLE,B,,,2,1,2024,-0.79,1.13,-0.33,4.36,,,,1,1,Bot,,,,,,,8.510816799904475,-142.90997866924408,-1.2605112259005224,-12.724676969588511,29.372253247737795,-16.436631438975134,3.18,1.45,,,,100.0,2182,7.0,746099,595978,647304,665926,608070,677587,680757,682177,657041,53.46,,,,,,,,6,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,219,0.0,0.122,,,,-0.122,,0,0,0.526,0.526,24,31,25,32,1,0,5,1,5.0,1,1.21,0.79,0.79,36.4,,,,,,605141,batter,2025-06-21T20:41:22.921677
FC,2024-09-07,90.7,-2.95,5.64,"Betts, Mookie",605141,668909,,called_strike,,,,,11,Mookie Betts walks.,R,R,R,LAD,CLE,S,,,2,0,2024,0.24,0.32,-0.56,3.43,,,,1,1,Bot,,,,,,,5.513492358257221,-132.0718487679845,-0.3408803034354248,1.7417307304530676,26.385922428068287,-28.533140226465708,3.17,1.53,,,,91.9,2215,6.9,746099,595978,647304,665926,608070,677587,680757,682177,657041,53.64,,,,,,,,6,3,Cutter,0,0,0,0,0,0,0,0,Strategic,Standard,174,0.0,-0.065,,,,0.065,,0,0,0.526,0.526,24,31,25,32,1,0,5,1,5.0,1,2.43,-0.24,-0.24,37.0,,,,,,605141,batter,2025-06-21T20:41:22.921677
FC,2024-09-07,91.5,-2.75,5.74,"Betts, Mookie",605141,668909,,ball,,,,,12,Mookie Betts walks.,R,R,R,LAD,CLE,B,,,1,0,2024,0.46,0.2,1.4,2.26,,,,1,1,Bot,,,,,,,9.57998096474519,-133.02264560957727,-3.368078760570125,3.4745573302659514,27.529012338237138,-29.267865310502376,3.09,1.41,,,,92.7,2274,7.0,746099,595978,647304,665926,608070,677587,680757,682177,657041,53.54,,,,,,,,6,2,Cutter,0,0,0,0,0,0,0,0,Strategic,Standard,176,0.0,0.072,,,,-0.072,,0,0,0.526,0.526,24,31,25,32,1,0,5,1,5.0,1,2.52,-0.46,-0.46,34.0,,,,,,605141,batter,2025-06-21T20:41:22.921677
FF,2024-09-07,97.9,-2.59,6.01,"Betts, Mookie",605141,668909,,ball,,,,,12,Mookie Betts walks.,R,R,R,LAD,CLE,B,,,0,0,2024,-0.68,1.32,0.93,3.59,,,,1,1,Bot,,,,,,,11.212498174382384,-142.18536090691137,-4.164150183857235,-11.608301269558163,29.416885075230987,-13.415380001556285,3.06,1.52,,,,99.4,2155,7.0,746099,595978,647304,665926,608070,677587,680757,682177,657041,53.49,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,214,0.0,0.039,,,,-0.039,,0,0,0.526,0.526,24,31,25,32,1,0,5,1,5.0,1,1.05,0.68,0.68,41.1,,,,,,605141,batter,2025-06-21T20:41:22.921677
