pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,player_id,player_type,fetch_date
FC,2024-09-06,100.4,-0.46,6.1,"Clase, Emmanuel",500743,661403,field_out,hit_into_play,,,,,4,Miguel Rojas flies out to center fielder Lane Thomas.,R,R,R,LAD,CLE,X,8.0,fly_ball,1,1,2024,0.21,0.67,-0.34,2.2,,,,2,9,Bot,120.26,50.1,,,,,-0.1764738034884722,-146.1796034682263,-7.082367223408243,3.1205714886900893,32.17704560757472,-21.21256792482612,3.21,1.54,368.0,97.5,24.0,101.0,2618,6.4,746104,666310,647304,665926,608070,677587,680757,657041,678877,54.06,0.274,0.394,0.0,1.0,0.0,0.0,5.0,68,3,Cutter,1,3,1,3,3,1,1,3,Standard,Strategic,178,-0.014,-0.244,71.2,6.9,0.671,0.244,97.5,-2,-2,0.014,0.014,26,35,26,35,1,3,4,2,3,1,1.58,-0.21,-0.21,52.5,0.4266412130598769,-8.538789014689934,35.19354057257499,34.195365342195934,30.55387079588367,661403,pitcher,2025-06-21T20:59:16.709280
FC,2024-09-06,100.2,-0.5,6.11,"Clase, Emmanuel",500743,661403,,swinging_strike,,,,,13,Miguel Rojas flies out to center fielder Lane Thomas.,R,R,R,LAD,CLE,S,,,1,0,2024,0.1,0.67,-1.07,1.87,,,,2,9,Bot,,,,,,,-1.7933576354477416,-145.93828340019775,-7.997035863707726,1.7695188461523166,31.55921769924385,-21.074532218956975,3.21,1.54,,,,100.9,2659,6.4,746104,666310,647304,665926,608070,677587,680757,657041,678877,54.06,,,,,,,,68,2,Cutter,1,3,1,3,3,1,1,3,Standard,Strategic,173,0.0,-0.051,68.8,6.7,,0.051,,-2,-2,0.014,0.014,26,35,26,35,1,3,4,2,3,1,1.59,-0.1,-0.1,53.2,0.024165725842155,-1.1064941471543133,32.36173472606392,27.15028868794827,24.3059183192019,661403,pitcher,2025-06-21T20:59:16.709280
SL,2024-09-06,92.2,-0.35,6.01,"Clase, Emmanuel",500743,661403,,ball,,,,,14,Miguel Rojas flies out to center fielder Lane Thomas.,R,R,R,LAD,CLE,B,,,0,0,2024,0.49,0.61,1.83,1.3,,,,2,9,Bot,,,,,,,4.502200782377457,-134.18577868159784,-7.577161107863526,5.097123543233565,25.663558648219293,-23.40793308472749,3.15,1.51,,,,93.1,2610,6.5,746104,666310,647304,665926,608070,677587,680757,657041,678877,53.95,,,,,,,,68,1,Slider,1,3,1,3,3,1,1,3,Standard,Strategic,66,0.0,0.04,,,,-0.04,,-2,-2,0.014,0.014,26,35,26,35,1,3,4,2,3,1,2.04,-0.49,-0.49,62.1,,,,,,661403,pitcher,2025-06-21T20:59:16.709280
FC,2024-09-06,101.4,-0.55,6.03,"Clase, Emmanuel",669242,661403,field_out,hit_into_play,,,,,5,"Tommy Edman grounds out, second baseman Andrés Giménez to first baseman Josh Naylor.",R,R,R,LAD,CLE,X,4.0,ground_ball,0,0,2024,0.33,1.13,-0.2,2.08,,,,1,9,Bot,138.24,137.41,,,,,0.1805744129521395,-147.62375632244954,-8.581917085791792,4.925697221941513,29.17760978916373,-13.989310963195932,3.24,1.45,3.0,95.4,-30.0,102.9,2628,6.7,746104,666310,647304,665926,608070,677587,680757,657041,678877,53.82,0.074,0.085,0.0,1.0,0.0,0.0,2.0,67,1,Cutter,1,3,1,3,3,1,1,3,Standard,Strategic,186,-0.029,-0.256,64.6,6.0,0.074,0.256,95.4,-2,-2,0.043,0.043,26,29,26,29,1,3,4,2,3,1,1.06,-0.33,-0.33,54.3,-10.071221445436464,30.50590096959304,33.59214170891211,36.859692588890525,9.929930812108,661403,pitcher,2025-06-21T20:59:16.709280
SL,2024-09-06,93.0,-0.43,6.08,"Clase, Emmanuel",669257,661403,strikeout,swinging_strike,,,,,6,Will Smith strikes out swinging.,R,R,R,LAD,CLE,S,2.0,,0,2,2024,0.78,0.52,0.59,2.22,,,,0,9,Bot,,,,,,,0.9329706174411144,-135.55602227108167,-5.373382542537492,9.494202513042785,25.38412771678614,-24.838012861578047,3.32,1.52,,,,93.8,2700,6.3,746104,666310,647304,665926,608070,677587,680757,657041,678877,54.17,,0.0,0.0,1.0,0.0,0.0,,66,3,Slider,1,3,1,3,3,1,1,3,Strategic,Strategic,80,-0.044,-0.163,64.4,7.2,,0.163,,-2,-2,0.087,0.087,26,29,26,29,1,3,4,3,3,2,2.07,-0.78,-0.78,58.6,5.805895731754428,13.827498640477812,38.14818809889307,45.66286069165691,20.50201335376926,661403,pitcher,2025-06-21T20:59:16.709280
FC,2024-09-06,99.9,-0.61,6.09,"Clase, Emmanuel",669257,661403,,called_strike,,,,,1,Will Smith strikes out swinging.,R,R,R,LAD,CLE,S,,,0,1,2024,0.47,0.82,-0.71,2.79,,,,0,9,Bot,,,,,,,-1.3883306411520882,-145.5983839030613,-5.788180154060281,7.083864278112151,26.987808973023064,-19.403073266860172,3.34,1.58,,,,101.3,2639,6.5,746104,666310,647304,665926,608070,677587,680757,657041,678877,54.01,,,,,,,,66,2,Cutter,1,3,1,3,3,1,1,3,Strategic,Strategic,178,0.0,-0.054,,,,0.054,,-2,-2,0.087,0.087,26,29,26,29,1,3,4,3,3,2,1.42,-0.47,-0.47,54.1,,,,,,661403,pitcher,2025-06-21T20:59:16.709280
FC,2024-09-06,100.6,-0.58,6.03,"Clase, Emmanuel",669257,661403,,called_strike,,,,,7,Will Smith strikes out swinging.,R,R,R,LAD,CLE,S,,,0,0,2024,0.19,0.7,-0.65,2.04,,,,0,9,Bot,,,,,,,-0.6266091900010939,-146.5029608957307,-7.486340963983306,2.837088761022671,30.473428078366982,-20.62357933928497,3.33,1.65,,,,101.5,2703,6.5,746104,666310,647304,665926,608070,677587,680757,657041,678877,54.04,,,,,,,,66,1,Cutter,1,3,1,3,3,1,1,3,Strategic,Strategic,180,0.0,-0.037,,,,0.037,,-2,-2,0.087,0.087,26,29,26,29,1,3,4,3,3,2,1.53,-0.19,-0.19,52.4,,,,,,661403,pitcher,2025-06-21T20:59:16.709280
SL,2024-09-02,90.8,-0.47,6.09,"Clase, Emmanuel",521692,661403,field_out,hit_into_play,,,,,9,Salvador Perez flies out sharply to center fielder Lane Thomas.,R,R,R,KC,CLE,X,8.0,fly_ball,1,2,2024,0.7,-0.21,0.41,1.96,,,,2,9,Bot,98.33,45.61,,,,,0.7293249382183717,-132.23758845159662,-4.0148331812539935,8.053674511430167,28.33386108872588,-34.00417328479496,3.67,1.74,385.0,100.0,28.0,91.8,2587,6.8,746265,666310,647304,665926,608070,677587,680757,657041,678877,53.67,0.52,0.942,0.0,1.0,0.0,0.0,6.0,67,4,Slider,2,4,2,4,4,2,2,4,Strategic,Strategic,75,-0.014,-0.18,73.8,8.2,1.77,0.18,100.0,-2,-2,0.014,0.014,26,34,26,34,1,3,3,1,4,1,2.97,-0.7,-0.7,59.7,14.471272424436084,-2.8031122738750445,34.08567202862025,41.62301955390507,30.006190531010912,661403,pitcher,2025-06-21T20:59:16.709280
SL,2024-09-02,93.4,-0.74,6.02,"Clase, Emmanuel",521692,661403,,foul,,,,,14,Salvador Perez flies out sharply to center fielder Lane Thomas.,R,R,R,KC,CLE,S,,,1,1,2024,0.65,-0.02,0.49,1.44,,,,2,9,Bot,,,,,,,1.7425846899614426,-135.94971062520816,-6.019556819974279,7.680373523736749,31.31127671262611,-31.20238316298611,3.67,1.74,209.0,73.9,47.0,93.6,2762,6.5,746265,666310,647304,665926,608070,677587,680757,657041,678877,53.97,,,,,,,,67,3,Slider,2,4,2,4,4,2,2,4,Strategic,Strategic,85,0.0,-0.064,69.4,8.1,,0.064,88.0,-2,-2,0.014,0.014,26,34,26,34,1,3,3,1,4,1,2.64,-0.65,-0.65,55.3,7.453789017501307,1.237357149756288,43.475337378254245,44.16701490883041,22.18108579476131,661403,pitcher,2025-06-21T20:59:16.709280
FC,2024-09-02,101.1,-0.61,6.13,"Clase, Emmanuel",521692,661403,,called_strike,,,,,7,Salvador Perez flies out sharply to center fielder Lane Thomas.,R,R,R,KC,CLE,S,,,1,0,2024,0.38,0.92,-0.44,1.98,,,,2,9,Bot,,,,,,,-0.4034239210665619,-147.03034423169848,-8.493738559661818,5.53263340605202,35.53646096068201,-17.01315395840472,3.61,1.74,,,,101.7,2732,6.7,746265,666310,647304,665926,608070,677587,680757,657041,678877,53.82,,,,,,,,67,2,Cutter,2,4,2,4,4,2,2,4,Strategic,Strategic,178,0.0,-0.051,,,,0.051,,-2,-2,0.014,0.014,26,34,26,34,1,3,3,1,4,1,1.32,-0.38,-0.38,56.9,,,,,,661403,pitcher,2025-06-21T20:59:16.709280
