pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,player_id,player_type,fetch_date
FF,2024-09-02,95.3,-2.12,6.06,"Cole, Gerrit",663993,543037,strikeout,swinging_strike,,,,,2,Nathaniel Lowe strikes out swinging.,R,L,R,TEX,NYY,S,2.0,,2,2,2024,-0.43,1.45,0.11,3.47,,,,2,6,Bot,,,,,,,6.7730025647687935,-138.5230031314504,-4.345300455063454,-7.091310765777679,33.55348245355566,-12.77704332888942,3.39,1.56,,,,94.4,2332,6.0,744972,669224,519203,650402,665862,683011,657077,592450,665742,54.46,,0.0,0.0,1.0,0.0,0.0,,50,5,4-Seam Fastball,1,7,1,7,7,1,1,7,Strategic,Standard,207,-0.002,-0.219,71.8,6.1,,0.219,,-6,-6,0.016,0.016,33,28,34,29,3,2,6,1,6,1.0,1.08,0.43,-0.43,47.2,1.560831579662112,25.542403460694075,29.363970876932793,36.62052821501339,17.731152399422694,543037,pitcher,2025-06-21T20:41:20.908221
FF,2024-09-02,95.2,-2.0,6.07,"Cole, Gerrit",663993,543037,,ball,,,,,12,Nathaniel Lowe strikes out swinging.,R,L,R,TEX,NYY,B,,,1,2,2024,-0.1,1.42,2.0,2.47,,,,2,6,Bot,,,,,,,10.649376516993437,-138.01536885521165,-6.8632877911950425,-3.856535389831836,34.02597108465666,-12.66007496386213,3.26,1.47,,,,94.2,2240,6.2,744972,669224,519203,650402,665862,683011,657077,592450,665742,54.32,,,,,,,,50,4,4-Seam Fastball,1,7,1,7,7,1,1,7,Strategic,Standard,200,0.0,0.039,,,,-0.039,,-6,-6,0.016,0.016,33,28,34,29,3,2,6,1,6,1.0,1.14,0.1,-0.1,53.0,,,,,,543037,pitcher,2025-06-21T20:41:20.908221
CH,2024-09-02,86.0,-2.18,5.98,"Cole, Gerrit",663993,543037,,ball,,,,,13,Nathaniel Lowe strikes out swinging.,R,L,R,TEX,NYY,B,,,0,2,2024,-1.16,0.98,-1.93,2.06,,,,2,6,Bot,,,,,,,2.937400243471851,-125.11403521918838,-4.953380923921265,-12.70200181468364,27.242823667582893,-21.129540915336747,3.13,1.38,,,,85.4,1461,6.1,744972,669224,519203,650402,665862,683011,657077,592450,665742,54.39,,,,,,,,50,3,Changeup,1,7,1,7,7,1,1,7,Strategic,Standard,207,0.0,0.023,,,,-0.023,,-6,-6,0.016,0.016,33,28,34,29,3,2,6,1,6,1.0,2.13,1.16,-1.16,48.7,,,,,,543037,pitcher,2025-06-21T20:41:20.908221
FF,2024-09-02,94.1,-2.23,5.96,"Cole, Gerrit",663993,543037,,called_strike,,,,,7,Nathaniel Lowe strikes out swinging.,R,L,R,TEX,NYY,S,,,0,1,2024,-0.28,1.56,-0.4,1.66,,,,2,6,Bot,,,,,,,5.3781718793470255,-136.69443955887076,-8.836307316858141,-4.819860773398728,32.1995834840472,-10.82878226170772,3.26,1.47,,,,93.5,2351,6.2,744972,669224,519203,650402,665862,683011,657077,592450,665742,54.29,,,,,,,,50,2,4-Seam Fastball,1,7,1,7,7,1,1,7,Strategic,Standard,204,0.0,-0.058,,,,0.058,,-6,-6,0.016,0.016,33,28,34,29,3,2,6,1,6,1.0,1.04,0.28,-0.28,46.1,,,,,,543037,pitcher,2025-06-21T20:41:20.908221
FF,2024-09-02,92.8,-2.2,6.06,"Cole, Gerrit",663993,543037,,called_strike,,,,,5,Nathaniel Lowe strikes out swinging.,R,L,R,TEX,NYY,S,,,0,0,2024,-0.39,1.49,-0.07,1.98,,,,2,6,Bot,,,,,,,6.249782933016366,-134.75179534559825,-7.822717746630251,-6.149454820486526,31.55938031405481,-12.484125833897297,2.95,1.33,,,,92.0,2215,6.1,744972,669224,519203,650402,665862,683011,657077,592450,665742,54.39,,,,,,,,50,1,4-Seam Fastball,1,7,1,7,7,1,1,7,Strategic,Standard,201,0.0,-0.041,,,,0.041,,-6,-6,0.016,0.016,33,28,34,29,3,2,6,1,6,1.0,1.18,0.39,-0.39,48.1,,,,,,543037,pitcher,2025-06-21T20:41:20.908221
SL,2024-09-02,87.5,-2.2,6.17,"Cole, Gerrit",666969,543037,field_out,hit_into_play,,,,,7,Adolis García pops out to second baseman Gleyber Torres.,R,R,R,TEX,NYY,X,4.0,popup,0,0,2024,0.37,0.21,-0.49,1.86,,,,1,6,Bot,156.24,149.14,,,,,3.3525414940096594,-127.42131368212412,-4.7037846567150945,3.3359842845998147,25.27884155049931,-29.135400461999435,3.32,1.61,149.0,64.3,58.0,87.3,2238,6.0,744972,669224,519203,650402,665862,683011,657077,592450,665742,54.47,0.011,0.01,0.0,1.0,0.0,0.0,3.0,49,1,Slider,1,7,1,7,7,1,1,7,Standard,Standard,163,-0.004,-0.256,70.7,8.3,0.011,0.256,88.0,-6,-6,0.02,0.02,33,31,34,31,3,2,6,1,6,1.0,2.75,-0.37,-0.37,48.8,18.440438372411993,-30.058541287232448,38.70440013534115,31.154143970438604,50.49509087788705,543037,pitcher,2025-06-21T20:41:20.908221
SL,2024-09-02,87.0,-2.23,6.05,"Cole, Gerrit",669701,543037,field_out,hit_into_play,,,,,8,Josh Smith flies out to left fielder Alex Verdugo.,R,L,R,TEX,NYY,X,7.0,fly_ball,1,0,2024,0.45,0.13,0.13,1.96,,,,0,6,Bot,59.71,96.66,,,,,4.6647741887350165,-126.58608965773644,-3.8633657853007146,3.941157132302242,25.725303163090164,-30.19024885239413,3.12,1.47,302.0,97.6,45.0,85.9,2412,5.6,744972,669224,519203,650402,665862,683011,657077,592450,665742,54.95,0.026,0.038,0.0,1.0,0.0,0.0,3.0,48,2,Slider,1,7,1,7,7,1,1,7,Standard,Standard,149,-0.007,-0.292,73.8,6.9,0.068,0.292,97.6,-6,-6,0.027,0.027,33,26,34,27,3,2,6,1,6,1.0,2.88,-0.45,0.45,44.3,11.160048154650225,1.4116988058486053,44.440038606425965,35.52350504313486,33.1239307153845,543037,pitcher,2025-06-21T20:41:20.908221
FF,2024-09-02,93.4,-2.03,6.13,"Cole, Gerrit",669701,543037,,ball,,,,,13,Josh Smith flies out to left fielder Alex Verdugo.,R,L,R,TEX,NYY,B,,,0,0,2024,-0.52,1.47,-0.02,1.2,,,,0,6,Bot,,,,,,,6.260039061978851,-135.56917914289966,-10.026344024054684,-7.789417726990038,31.406347086282352,-11.987393219361234,3.11,1.48,,,,92.4,2214,6.0,744972,669224,519203,650402,665862,683011,657077,592450,665742,54.52,,,,,,,,48,1,4-Seam Fastball,1,7,1,7,7,1,1,7,Standard,Standard,212,0.0,0.038,,,,-0.038,,-6,-6,0.027,0.027,33,26,34,27,3,2,6,1,6,1.0,1.17,0.52,-0.52,48.2,,,,,,543037,pitcher,2025-06-21T20:41:20.908221
FF,2024-09-02,94.7,-2.25,6.0,"Cole, Gerrit",608369,543037,strikeout,swinging_strike,,,,,1,Corey Seager strikes out swinging.,R,L,R,TEX,NYY,S,2.0,,1,2,2024,-0.57,1.62,-0.76,3.51,,,,2,5,Bot,,,,,,,5.127978701721606,-137.68169457194017,-4.363231605504813,-8.429454415661802,32.885699843481575,-10.829566078397214,3.42,1.51,,,,93.8,2346,6.0,744972,669224,519203,650402,665862,683011,657077,592450,665742,54.55,,0.0,0.0,1.0,0.0,0.0,,38,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Strategic,Standard,207,-0.016,-0.18,70.5,5.7,,0.18,,-1,-1,0.349,0.349,33,30,34,30,3,2,6,1,6,,0.94,0.57,-0.57,43.2,4.227537614795055,25.836783837440475,26.59322150674015,43.89418140373803,15.562658045693944,543037,pitcher,2025-06-21T20:41:20.908221
FF,2024-09-02,95.8,-2.29,5.92,"Cole, Gerrit",608369,543037,,swinging_strike,,,,,4,Corey Seager strikes out swinging.,R,L,R,TEX,NYY,S,,,1,1,2024,-0.56,1.61,-0.41,2.21,,,,2,5,Bot,,,,,,,6.21073656978573,-139.20137708170705,-7.753720726272793,-8.69659981219367,32.87564138912014,-9.644994007140731,3.42,1.51,,,,95.3,2438,6.2,744972,669224,519203,650402,665862,683011,657077,592450,665742,54.33,,,,,,,,38,3,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shade,Standard,210,0.0,-0.064,74.6,6.5,,0.064,,-1,-1,0.349,0.349,33,30,34,30,3,2,6,1,6,,0.89,0.56,-0.56,43.2,1.1124646880205984,14.889447989990876,38.893639573100415,40.19748447037954,23.351180333908765,543037,pitcher,2025-06-21T20:41:20.908221
