pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,player_id,player_type,fetch_date
FF,2024-09-07,90.4,-1.68,5.91,"Perez, Salvador",521692,641927,field_out,hit_into_play,,,,,1,Salvador Perez flies out to left fielder Trevor Larnach.,R,R,R,KC,MIN,X,7.0,fly_ball,0,0,2024,-0.58,1.61,-0.56,3.65,,,,0,7,Bot,80.37,78.97,,,,,4.110932785809577,-131.55711691450745,-3.1566251847175533,-7.589758609387166,29.256131399722392,-13.040288474554444,3.66,1.75,319.0,86.3,35.0,91.9,2246,7.3,746259,680777,571657,650489,668904,686797,663616,680577,670242,53.18,0.029,0.042,0.0,1.0,0.0,0.0,3.0,49,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,210,-0.038,-0.254,68.1,6.9,0.069,0.254,88.0,-2,-2,0.209,0.209,28,34,29,34,3,2,6,1,6,1,1.19,0.58,0.58,33.4,-2.171166765055469,-9.235796215820962,33.22484778172832,30.34585751901224,26.342979126790873,521692,batter,2025-06-21T20:57:00.201630
SL,2024-09-07,84.3,-1.51,5.87,"Perez, Salvador",521692,641927,field_out,hit_into_play,,,,,14,"Salvador Perez grounds out, shortstop Brooks Lee to first baseman Carlos Santana.",R,R,R,KC,MIN,X,6.0,ground_ball,0,2,2024,0.39,0.28,1.18,2.44,,,,0,4,Bot,108.89,154.66,,,,,5.59503592688491,-122.73681551287493,-2.2581377775840696,2.952865074026016,21.77254537694042,-29.08896226396105,3.66,1.75,13.0,72.4,-10.0,86.3,2061,7.3,746259,680777,467793,666397,668904,686797,663616,680577,670242,53.19,0.034,0.045,0.0,1.0,0.0,0.0,2.0,29,5,Slider,0,2,0,2,2,0,0,2,Standard,Standard,146,-0.029,-0.163,75.2,8.4,0.034,0.163,88.0,-2,-2,0.3,0.3,28,34,29,34,2,1,6,1,6,1,2.9,-0.39,-0.39,35.4,2.0949937594975423,-21.582986767740294,32.85504746395137,50.01515372412159,38.12944248996581,521692,batter,2025-06-21T20:57:00.201630
ST,2024-09-07,79.5,-1.42,5.9,"Perez, Salvador",521692,641927,,foul,,,,,9,"Salvador Perez grounds out, shortstop Brooks Lee to first baseman Carlos Santana.",R,R,R,KC,MIN,S,,,0,2,2024,0.99,-0.12,0.68,2.18,,,,0,4,Bot,,,,,,,2.7955990191758793,-115.89801521781727,-1.2565560431024256,8.46190585137086,20.562230596952244,-33.19847631489422,3.66,1.75,178.0,64.2,50.0,81.1,2038,7.2,746259,680777,467793,666397,668904,686797,663616,680577,670242,53.35,,,,,,,,29,4,Sweeper,0,2,0,2,2,0,0,2,Standard,Standard,45,0.0,0.0,66.7,8.2,,0.0,88.0,-2,-2,0.3,0.3,28,34,29,34,2,1,6,1,6,1,3.69,-0.99,-0.99,36.6,14.30856911273852,-9.591982210265828,36.00873923625135,44.76530676375165,29.82340851649155,521692,batter,2025-06-21T20:57:00.201630
CH,2024-09-07,83.4,-1.62,5.98,"Perez, Salvador",521692,641927,,foul,,,,,13,"Salvador Perez grounds out, shortstop Brooks Lee to first baseman Carlos Santana.",R,R,R,KC,MIN,S,,,0,2,2024,-1.57,0.41,-0.9,1.0,,,,0,4,Bot,,,,,,,4.804209235651347,-121.2547457842174,-5.840590898554928,-16.390864183376927,24.61052353628998,-27.155366998703386,3.66,1.75,4.0,78.9,-17.0,84.4,2097,7.1,746259,680777,467793,666397,668904,686797,663616,680577,670242,53.44,,,,,,,,29,3,Changeup,0,2,0,2,2,0,0,2,Standard,Standard,249,0.0,0.0,64.1,8.8,,0.0,88.0,-2,-2,0.3,0.3,28,34,29,34,2,1,6,1,6,1,2.88,1.57,1.57,31.9,35.715427826686835,-29.638203493026307,44.89100748655152,25.811253303549588,43.835655866557275,521692,batter,2025-06-21T20:57:00.201630
ST,2024-09-07,79.7,-1.34,5.93,"Perez, Salvador",521692,641927,,swinging_strike,,,,,14,"Salvador Perez grounds out, shortstop Brooks Lee to first baseman Carlos Santana.",R,R,R,KC,MIN,S,,,0,1,2024,1.34,-0.2,2.01,2.06,,,,0,4,Bot,,,,,,,4.941018961857614,-116.07222254311468,-1.3609901524915289,11.112325631457695,22.498406974444396,-33.93639368849363,3.66,1.75,,,,81.1,2131,7.3,746259,680777,467793,666397,668904,686797,663616,680577,670242,53.24,,,,,,,,29,2,Sweeper,0,2,0,2,2,0,0,2,Standard,Standard,48,0.0,-0.054,66.8,9.3,,0.054,,-2,-2,0.3,0.3,28,34,29,34,2,1,6,1,6,1,3.79,-1.34,-1.34,35.6,30.978904624919892,-31.77000726179455,27.39759275459081,58.37004955679286,46.27429695142807,521692,batter,2025-06-21T20:57:00.201630
CH,2024-09-07,82.3,-1.73,5.99,"Perez, Salvador",521692,641927,,foul,,,,,13,"Salvador Perez grounds out, shortstop Brooks Lee to first baseman Carlos Santana.",R,R,R,KC,MIN,S,,,0,0,2024,-1.45,0.24,-0.96,2.42,,,,0,4,Bot,,,,,,,4.645343532793452,-119.83528561013964,-2.062726924943056,-14.88671952525578,22.6002988294174,-29.7101167892948,3.66,1.75,157.0,90.4,12.0,83.7,1975,7.1,746259,680777,467793,666397,668904,686797,663616,680577,670242,53.37,,,,,,,,29,1,Changeup,0,2,0,2,2,0,0,2,Standard,Standard,251,0.0,-0.037,71.9,8.8,,0.037,90.4,-2,-2,0.3,0.3,28,34,29,34,2,1,6,1,6,1,3.12,1.45,1.45,37.4,31.428606072601703,-42.36381942743687,30.72227742621744,24.631908261431217,50.34987319734,521692,batter,2025-06-21T20:57:00.201630
FF,2024-09-07,91.9,-1.53,5.9,"Perez, Salvador",521692,641927,hit_by_pitch,hit_by_pitch,,,,,11,Salvador Perez hit by pitch.,R,R,R,KC,MIN,B,,,0,1,2024,-0.56,1.29,-2.22,4.18,,,,2,1,Bot,,,,,,,-0.5578217631898915,-133.9573235046045,-1.3700539487477983,-6.652147353166675,27.012146847247617,-16.46803964621666,3.66,1.75,,,,94.0,2210,7.3,746259,680777,467793,666397,668904,686797,663616,680577,670242,53.22,,0.720192,0.7,1.0,0.0,0.0,,8,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,202,0.012,0.377,,,,-0.377,,0,0,0.51,0.51,28,34,29,34,1,0,6,1,6,1,1.38,0.56,0.56,35.8,,,,,,521692,batter,2025-06-21T20:57:00.201630
FF,2024-09-07,91.5,-1.52,5.9,"Perez, Salvador",521692,641927,,called_strike,,,,,1,Salvador Perez hit by pitch.,R,R,R,KC,MIN,S,,,0,0,2024,-0.48,1.32,-0.43,3.31,,,,2,1,Bot,,,,,,,3.855194561252669,-133.38080753814927,-3.649140239509869,-6.469274673293692,25.561006693884167,-15.77418759945829,3.66,1.77,,,,93.8,2229,7.3,746259,680777,467793,666397,668904,686797,663616,680577,670242,53.19,,,,,,,,8,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208,0.0,-0.041,,,,0.041,,0,0,0.51,0.51,28,34,29,34,1,0,6,1,6,1,1.37,0.48,0.48,35.4,,,,,,521692,batter,2025-06-21T20:57:00.201630
FF,2024-09-07,97.6,-0.53,5.4,"Perez, Salvador",521692,643377,field_out,hit_into_play,,,,,9,Salvador Perez lines out sharply to center fielder DaShawn Keirsey Jr.,R,R,R,KC,MIN,X,8.0,line_drive,0,0,2024,-0.65,1.32,0.69,2.03,,502054.0,677951.0,1,8,Bot,123.39,67.77,,,,,4.798706890230183,-142.01511168520713,-6.637142784351873,-9.846927192080445,31.20192013876724,-13.017721523667667,3.66,1.75,327.0,111.3,14.0,98.3,2318,6.6,746259,680777,571657,650489,668904,686797,680737,680577,670242,53.94,0.743,0.817,0.0,1.0,0.0,0.0,6.0,61,1,4-Seam Fastball,3,2,3,2,2,3,3,2,Standard,Standard,206,-0.023,-0.239,73.7,8.0,1.194,0.239,111.3,1,1,0.89,0.89,29,34,30,34,1,3,2,1,4,1,1.07,0.65,0.65,52.4,12.424755642800916,8.524175895090478,37.130697865510925,44.27082319191323,23.563010005482543,521692,batter,2025-06-21T20:57:00.201630
FC,2024-09-06,90.3,-2.06,5.9,"Perez, Salvador",521692,805673,field_out,hit_into_play,,,,,14,Salvador Perez flies out to right fielder Matt Wallner.,R,R,R,KC,MIN,X,9.0,fly_ball,0,1,2024,0.26,0.64,0.95,2.11,,,677951.0,1,5,Bot,209.03,107.39,,,,,6.971641617403381,-131.2478006010132,-4.861548386673608,1.5656689101859649,27.84570080764439,-23.927976340475873,3.66,1.75,305.0,86.7,32.0,90.6,2444,6.6,746257,543877,467793,666397,669304,571657,663616,668885,670242,53.94,0.029,0.042,0.0,1.0,0.0,0.0,3.0,39,2,Cutter,2,0,2,0,0,2,2,0,Standard,Standard,188,-0.018,-0.215,66.6,7.7,0.072,0.215,88.0,2,2,0.821,0.821,24,34,24,34,3,2,6,2,5,1,2.16,-0.26,-0.26,42.9,5.64761060754767,10.938107117469542,33.531777658785686,48.204769250977165,21.735748494768863,521692,batter,2025-06-21T20:57:00.201630
