pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,player_id,player_type,fetch_date
SI,2024-09-07,93.2,-1.31,4.8,"Webb, Logan",669200,657277,grounded_into_double_play,hit_into_play,,,,,8,"Mason McCoy grounds into a double play, pitcher Logan Webb to shortstop Tyler Fitzgerald to first baseman Mark Canha. Tyler Wade out at 2nd. Mason McCoy out at 1st.",R,R,R,SD,SF,X,1.0,ground_ball,0,1,2024,-1.52,-0.01,-0.14,1.49,,444482.0,642180.0,1,6,Bot,127.07,175.86,,,,,6.426394741785193,-135.5599249530116,-2.7015008833301684,-20.153867962040284,31.27434515279909,-31.911478087728593,3.37,1.56,5.0,99.1,-15.0,94.1,1857,6.9,745372,672275,592192,689172,656305,666149,671218,687529,573262,53.56,0.229,0.248,0.0,1.0,0.0,0.0,2.0,52,2,Sinker,3,4,3,4,4,3,3,4,Strategic,Standard,241,-0.153,-0.267,65.6,7.3,0.248,0.267,99.1,-1,-1,0.453,0.453,27,29,28,29,3,2,6,1.0,6,1.0,2.65,1.52,1.52,22.6,-6.35208203288373,13.422394551295683,43.51538510645128,34.02118590374453,17.601376864314247,657277,pitcher,2025-06-21T20:59:02.856778
SI,2024-09-07,92.4,-1.45,4.95,"Webb, Logan",669200,657277,,called_strike,,,,,14,"Mason McCoy grounds into a double play, pitcher Logan Webb to shortstop Tyler Fitzgerald to first baseman Mark Canha. Tyler Wade out at 2nd. Mason McCoy out at 1st.",R,R,R,SD,SF,S,,,0,0,2024,-1.51,0.07,0.85,1.69,,444482.0,642180.0,1,6,Bot,,,,,,,9.247173187389016,-134.20827548288722,-2.628608844589249,-20.26986770236094,30.176613679724618,-30.975027587575063,3.39,1.54,,,,93.4,1836,7.0,745372,672275,592192,689172,656305,666149,671218,687529,573262,53.46,,,,,,,,52,1,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,240,0.0,-0.039,,,,0.039,,-1,-1,0.453,0.453,27,29,28,29,3,2,6,1.0,6,1.0,2.62,1.51,1.51,22.4,,,,,,657277,pitcher,2025-06-21T20:59:02.856778
CH,2024-09-07,87.4,-1.37,4.76,"Webb, Logan",642180,657277,single,hit_into_play,,,,,11,Tyler Wade singles on a ground ball to left fielder Heliot Ramos. David Peralta to 2nd.,R,L,R,SD,SF,X,7.0,ground_ball,1,0,2024,-1.19,-0.03,-0.91,2.48,,,444482.0,1,6,Bot,104.65,130.08,,,,,3.634725207762911,-127.20468926307367,0.7353876710126694,-13.68145737288218,26.05218552000782,-32.81774093657658,3.22,1.53,94.0,93.2,3.0,88.5,1416,7.0,745372,672275,592192,689172,656305,666149,671218,687529,573262,53.52,0.46,0.437,0.9,1.0,1.0,0.0,4.0,51,2,Changeup,3,4,3,4,4,3,3,4,Standard,Standard,263,0.061,0.369,62.6,6.8,0.539,-0.369,93.2,-1,-1,0.392,0.392,27,29,28,30,3,2,6,1.0,6,21.0,3.01,1.19,-1.19,16.7,5.127709028012057,13.889965580889225,27.28970722026744,46.143497118165214,17.912232424320376,657277,pitcher,2025-06-21T20:59:02.856778
CH,2024-09-07,88.5,-1.53,4.77,"Webb, Logan",642180,657277,,ball,,,,,13,Tyler Wade singles on a ground ball to left fielder Heliot Ramos. David Peralta to 2nd.,R,L,R,SD,SF,B,,,0,0,2024,-1.23,-0.11,-1.39,1.85,,,444482.0,1,6,Bot,,,,,,,2.934389679834328,-128.83552119465142,-0.822938543349026,-14.294000642221008,27.179404698142218,-33.39978530851961,3.18,1.54,,,,89.6,1493,7.0,745372,672275,592192,689172,656305,666149,671218,687529,573262,53.55,,,,,,,,51,1,Changeup,3,4,3,4,4,3,3,4,Standard,Standard,263,0.0,0.036,,,,-0.036,,-1,-1,0.392,0.392,27,29,28,30,3,2,6,1.0,6,21.0,3.02,1.23,-1.23,20.6,,,,,,657277,pitcher,2025-06-21T20:59:02.856778
FF,2024-09-07,93.3,-1.19,4.93,"Webb, Logan",669134,657277,field_out,hit_into_play,,,,,4,Luis Campusano flies out to center fielder Grant McCray.,R,R,R,SD,SF,X,8.0,fly_ball,3,2,2024,-1.17,0.62,-0.35,2.64,,,444482.0,0,6,Bot,118.04,89.24,,,,,4.83371462841779,-135.7767828237118,-1.497112975737498,-15.56353672614542,29.56135037222048,-24.422691646691693,3.46,1.54,275.0,95.7,49.0,94.6,1897,7.0,745372,672275,592192,689172,656305,666149,671218,687529,573262,53.49,0.006,0.008,0.0,1.0,0.0,0.0,3.0,50,6,4-Seam Fastball,3,4,3,4,4,3,3,4,Standard,Standard,239,-0.059,-0.351,73.0,7.6,0.014,0.351,95.7,-1,-1,0.451,0.451,27,25,28,26,3,2,6,3.0,6,,2.0,1.17,1.17,22.9,10.211800549547538,-7.276227175439799,21.22214931459897,34.30531250609214,31.860384394563948,657277,pitcher,2025-06-21T20:59:02.856778
SI,2024-09-07,93.4,-1.23,4.9,"Webb, Logan",669134,657277,,foul,,,,,8,Luis Campusano flies out to center fielder Grant McCray.,R,R,R,SD,SF,S,,,3,1,2024,-1.38,0.05,-0.15,1.62,,,444482.0,0,6,Bot,,,,,,,5.9134031815475545,-135.845967805163,-2.809240817360564,-18.439878789188143,30.8416182241798,-31.125247788232382,3.46,1.54,1.0,67.9,-53.0,94.4,1869,7.0,745372,672275,592192,689172,656305,666149,671218,687529,573262,53.51,,,,,,,,50,5,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,243,0.0,-0.04,73.4,7.8,,0.04,88.0,-1,-1,0.451,0.451,27,25,28,26,3,2,6,3.0,6,,2.57,1.38,1.38,19.3,-2.652195216642109,4.2337411481544205,21.601656664026255,36.63476626511749,27.46147787421057,657277,pitcher,2025-06-21T20:59:02.856778
SI,2024-09-07,93.8,-1.25,4.85,"Webb, Logan",669134,657277,,ball,,,,,14,Luis Campusano flies out to center fielder Grant McCray.,R,R,R,SD,SF,B,,,2,1,2024,-1.23,0.05,0.48,1.45,,,444482.0,0,6,Bot,,,,,,,7.289273521817953,-136.41183590883108,-3.1787694684377947,-16.954335217289323,30.918230296880267,-31.079430220285676,3.38,1.6,,,,94.8,1784,7.0,745372,672275,592192,689172,656305,666149,671218,687529,573262,53.54,,,,,,,,50,4,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,239,0.0,0.109,,,,-0.109,,-1,-1,0.451,0.451,27,25,28,26,3,2,6,3.0,6,,2.55,1.23,1.23,18.7,,,,,,657277,pitcher,2025-06-21T20:59:02.856778
SI,2024-09-07,92.3,-1.38,4.86,"Webb, Logan",669134,657277,,foul,,,,,7,Luis Campusano flies out to center fielder Grant McCray.,R,R,R,SD,SF,S,,,2,0,2024,-1.06,0.18,-0.32,2.02,,,444482.0,0,6,Bot,,,,,,,5.0721680388603065,-134.35640158360357,-1.810440015795851,-13.95349480158076,30.140574104171833,-29.75159300908342,3.46,1.54,297.0,89.8,38.0,93.3,1868,6.9,745372,672275,592192,689172,656305,666149,671218,687529,573262,53.57,,,,,,,,50,3,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,241,0.0,-0.074,71.3,7.4,,0.074,89.8,-1,-1,0.451,0.451,27,25,28,26,3,2,6,3.0,6,,2.5,1.06,1.06,23.0,2.5486497652849436,5.422797882915321,33.45014771390134,34.73948637074555,20.577087959518295,657277,pitcher,2025-06-21T20:59:02.856778
SI,2024-09-07,92.5,-1.24,4.97,"Webb, Logan",669134,657277,,ball,,,,,13,Luis Campusano flies out to center fielder Grant McCray.,R,R,R,SD,SF,B,,,1,0,2024,-1.27,-0.18,-1.61,1.9,,,444482.0,0,6,Bot,,,,,,,1.8554089279682973,-134.58177056144817,-1.5318693323400754,-15.747042825051144,33.18575039977078,-34.26095078378873,3.46,1.57,,,,93.0,1843,6.9,745372,672275,592192,689172,656305,666149,671218,687529,573262,53.61,,,,,,,,50,2,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,238,0.0,0.068,,,,-0.068,,-1,-1,0.451,0.451,27,25,28,26,3,2,6,3.0,6,,2.88,1.27,1.27,20.5,,,,,,657277,pitcher,2025-06-21T20:59:02.856778
SI,2024-09-07,92.1,-1.36,5.03,"Webb, Logan",669134,657277,,ball,,,,,13,Luis Campusano flies out to center fielder Grant McCray.,R,R,R,SD,SF,B,,,0,0,2024,-1.43,0.18,-1.77,2.46,,,444482.0,0,6,Bot,,,,,,,2.1058777210742803,-134.1082525497504,-1.0618976156305684,-17.631047574573113,31.46507727562508,-29.970901339931565,3.37,1.56,,,,92.9,1915,6.9,745372,672275,592192,689172,656305,666149,671218,687529,573262,53.6,,,,,,,,50,1,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,240,0.0,0.042,,,,-0.042,,-1,-1,0.451,0.451,27,25,28,26,3,2,6,3.0,6,,2.52,1.43,1.43,23.6,,,,,,657277,pitcher,2025-06-21T20:59:02.856778
